inventory_id,product_id,warehouse,record_date,quantity_on_hand,min_stock_level,max_stock_level,reorder_point,unit_cost,total_value,last_count_date,storage_location,status
1085,54,Склад сировини,2023-05-27,10,29,87,43.5,1954.61,19546.1,2023-05-07,Ряд 3-Стелаж 3-Позиція 6,Критичний запас
1086,75,Головний склад,2023-08-05,16,24,72,36.0,1633.98,26143.68,2023-08-02,Ряд 2-Стелаж 17-Позиція 4,Критичний запас
1087,90,Склад готової продукції,2023-08-26,115,41,123,61.5,3624.88,416861.2,2023-08-11,Ряд 7-Стелаж 30-Позиція 10,В наявності
1088,90,Головний склад,2024-11-26,74,30,90,45.0,3624.88,268241.12,2024-10-30,Ряд 18-Стелаж 15-Позиція 3,Низький запас
1089,94,Головний склад,2023-05-07,27,17,51,25.5,1493.89,40335.030000000006,2023-04-14,Ряд 6-Стелаж 28-Позиція 8,В наявності
1090,16,Склад матеріалів,2024-08-28,59,50,150,75.0,4994.83,294694.97,2024-08-16,Ряд 13-Стелаж 16-Позиція 2,Надлишок
1091,75,Склад матеріалів,2024-03-04,88,38,114,57.0,1633.98,143790.24,2024-02-08,Ряд 14-Стелаж 31-Позиція 1,Надлишок
1092,36,Склад матеріалів,2024-03-03,19,18,54,27.0,1105.87,21011.53,2024-02-23,Ряд 3-Стелаж 16-Позиція 6,Надлишок
1093,81,Головний склад,2023-08-04,34,12,36,18.0,2918.14,99216.76,2023-07-05,Ряд 2-Стелаж 15-Позиція 3,Низький запас
1094,68,Склад матеріалів,2023-01-10,52,35,105,52.5,2998.17,155904.84,2022-12-23,Ряд 11-Стелаж 16-Позиція 2,Критичний запас
1095,70,Склад готової продукції,2023-04-13,74,38,114,57.0,4036.46,298698.04,2023-03-14,Ряд 5-Стелаж 31-Позиція 6,Критичний запас
1096,42,Головний склад,2024-11-22,128,47,141,70.5,3167.49,405438.72,2024-10-28,Ряд 19-Стелаж 13-Позиція 3,В наявності
1097,37,Склад матеріалів,2024-06-24,0,13,39,19.5,4084.62,0.0,2024-05-31,Ряд 13-Стелаж 31-Позиція 8,Низький запас
1098,80,Головний склад,2024-01-01,74,26,78,39.0,2814.48,208271.52,2023-12-25,Ряд 7-Стелаж 17-Позиція 4,Надлишок
1099,18,Головний склад,2023-07-01,29,37,111,55.5,3845.22,111511.37999999999,2023-06-21,Ряд 2-Стелаж 49-Позиція 9,Критичний запас
1100,51,Склад матеріалів,2024-08-17,35,47,141,70.5,473.95,16588.25,2024-08-16,Ряд 5-Стелаж 2-Позиція 7,Надлишок
1101,20,Склад готової продукції,2023-03-02,8,41,123,61.5,1230.1,9840.8,2023-02-20,Ряд 2-Стелаж 27-Позиція 5,В наявності
1102,99,Склад матеріалів,2024-01-28,84,42,126,63.0,3611.05,303328.2,2024-01-21,Ряд 7-Стелаж 1-Позиція 2,В наявності
1103,91,Склад готової продукції,2023-08-12,4,22,66,33.0,4371.24,17484.96,2023-07-18,Ряд 10-Стелаж 12-Позиція 7,Надлишок
1104,42,Склад готової продукції,2024-06-27,29,14,42,21.0,3167.49,91857.20999999999,2024-06-21,Ряд 5-Стелаж 31-Позиція 4,Низький запас
1105,29,Склад матеріалів,2023-03-19,82,30,90,45.0,1906.69,156348.58000000002,2023-03-01,Ряд 11-Стелаж 44-Позиція 3,В наявності
1106,16,Склад матеріалів,2024-08-23,28,16,48,24.0,4994.83,139855.24,2024-08-12,Ряд 1-Стелаж 28-Позиція 8,Низький запас
1107,46,Головний склад,2023-10-04,99,49,147,73.5,4479.12,443432.88,2023-09-28,Ряд 3-Стелаж 14-Позиція 6,В наявності
1108,84,Склад готової продукції,2023-01-07,31,12,36,18.0,1588.25,49235.75,2022-12-10,Ряд 2-Стелаж 10-Позиція 1,В наявності
1109,75,Склад готової продукції,2023-12-29,27,41,123,61.5,1633.98,44117.46,2023-12-14,Ряд 11-Стелаж 7-Позиція 1,Критичний запас
1110,70,Головний склад,2024-09-10,8,16,48,24.0,4036.46,32291.68,2024-08-13,Ряд 1-Стелаж 32-Позиція 5,Надлишок
1111,73,Склад сировини,2024-10-31,25,20,60,30.0,3048.44,76211.0,2024-10-12,Ряд 8-Стелаж 24-Позиція 1,Низький запас
1112,86,Склад готової продукції,2024-12-01,113,47,141,70.5,4275.99,483186.87,2024-11-17,Ряд 12-Стелаж 21-Позиція 4,В наявності
1113,95,Склад сировини,2024-09-06,147,49,147,73.5,1460.5,214693.5,2024-09-02,Ряд 20-Стелаж 12-Позиція 9,В наявності
1114,8,Склад сировини,2023-04-15,12,29,87,43.5,4806.79,57681.479999999996,2023-04-07,Ряд 6-Стелаж 3-Позиція 6,Надлишок
1115,94,Головний склад,2023-03-27,78,31,93,46.5,1493.89,116523.42000000001,2023-03-16,Ряд 12-Стелаж 20-Позиція 5,Надлишок
1116,56,Головний склад,2024-10-29,63,23,69,34.5,4906.12,309085.56,2024-10-26,Ряд 17-Стелаж 27-Позиція 4,Низький запас
1117,96,Склад готової продукції,2024-01-01,33,18,54,27.0,2924.35,96503.55,2023-12-17,Ряд 3-Стелаж 21-Позиція 1,В наявності
1118,58,Склад матеріалів,2024-12-21,30,13,39,19.5,3628.33,108849.9,2024-12-02,Ряд 5-Стелаж 23-Позиція 8,Низький запас
1119,37,Головний склад,2024-05-04,20,15,45,22.5,4084.62,81692.4,2024-04-07,Ряд 10-Стелаж 23-Позиція 3,Низький запас
1120,72,Склад готової продукції,2024-10-11,66,50,150,75.0,3502.21,231145.86000000002,2024-09-12,Ряд 3-Стелаж 31-Позиція 8,Критичний запас
1121,30,Склад готової продукції,2023-11-04,92,31,93,46.5,3863.73,355463.16,2023-10-19,Ряд 14-Стелаж 27-Позиція 8,В наявності
1122,14,Головний склад,2024-08-16,47,23,69,34.5,3708.84,174315.48,2024-07-25,Ряд 7-Стелаж 16-Позиція 7,Надлишок
1123,56,Склад матеріалів,2023-02-25,51,34,102,51.0,4906.12,250212.12,2023-02-18,Ряд 5-Стелаж 19-Позиція 5,Надлишок
1124,59,Склад матеріалів,2023-05-01,21,15,45,22.5,3862.29,81108.09,2023-04-04,Ряд 2-Стелаж 47-Позиція 10,Низький запас
1125,66,Склад матеріалів,2023-10-04,112,43,129,64.5,959.17,107427.04,2023-09-24,Ряд 13-Стелаж 41-Позиція 7,Надлишок
1126,32,Склад сировини,2024-07-16,93,36,108,54.0,2047.87,190451.91,2024-07-06,Ряд 2-Стелаж 46-Позиція 4,Критичний запас
1127,42,Склад матеріалів,2023-07-10,43,50,150,75.0,3167.49,136202.06999999998,2023-06-13,Ряд 18-Стелаж 7-Позиція 10,Низький запас
1128,62,Головний склад,2024-11-26,49,43,129,64.5,110.06,5392.9400000000005,2024-10-30,Ряд 8-Стелаж 17-Позиція 1,Низький запас
1129,86,Головний склад,2023-01-31,71,41,123,61.5,4275.99,303595.29,2023-01-25,Ряд 16-Стелаж 38-Позиція 4,Надлишок
1130,32,Склад готової продукції,2024-11-17,36,18,54,27.0,2047.87,73723.31999999999,2024-11-01,Ряд 13-Стелаж 47-Позиція 9,В наявності
1131,61,Склад готової продукції,2023-05-13,16,45,135,67.5,3659.2,58547.2,2023-04-13,Ряд 14-Стелаж 47-Позиція 10,В наявності
1132,26,Склад сировини,2023-10-23,39,24,72,36.0,4725.53,184295.66999999998,2023-10-17,Ряд 7-Стелаж 28-Позиція 9,В наявності
1133,26,Склад готової продукції,2023-11-11,50,47,141,70.5,4725.53,236276.5,2023-10-30,Ряд 10-Стелаж 45-Позиція 5,Низький запас
1134,86,Склад готової продукції,2023-09-28,6,41,123,61.5,4275.99,25655.94,2023-09-22,Ряд 2-Стелаж 16-Позиція 10,Низький запас
1135,20,Склад матеріалів,2023-04-11,128,48,144,72.0,1230.1,157452.8,2023-03-30,Ряд 3-Стелаж 3-Позиція 5,В наявності
1136,18,Склад матеріалів,2024-06-23,3,26,78,39.0,3845.22,11535.66,2024-06-22,Ряд 10-Стелаж 29-Позиція 5,Надлишок
1137,70,Склад готової продукції,2024-01-20,138,50,150,75.0,4036.46,557031.48,2024-01-13,Ряд 13-Стелаж 40-Позиція 5,Надлишок
1138,9,Головний склад,2024-03-12,65,43,129,64.5,997.17,64816.049999999996,2024-02-21,Ряд 17-Стелаж 7-Позиція 6,Критичний запас
1139,61,Головний склад,2024-10-02,17,42,126,63.0,3659.2,62206.399999999994,2024-09-02,Ряд 12-Стелаж 19-Позиція 3,Критичний запас
1140,33,Склад готової продукції,2023-01-21,35,16,48,24.0,190.63,6672.05,2023-01-08,Ряд 2-Стелаж 25-Позиція 8,Низький запас
1141,29,Склад сировини,2023-02-04,34,25,75,37.5,1906.69,64827.46,2023-02-03,Ряд 17-Стелаж 40-Позиція 1,Низький запас
1142,75,Склад готової продукції,2024-04-07,115,40,120,60.0,1633.98,187907.7,2024-04-03,Ряд 18-Стелаж 41-Позиція 10,Надлишок
1143,76,Склад готової продукції,2023-04-22,21,44,132,66.0,3684.6,77376.59999999999,2023-04-01,Ряд 12-Стелаж 10-Позиція 2,Критичний запас
1144,71,Головний склад,2023-05-05,3,22,66,33.0,2516.25,7548.75,2023-04-27,Ряд 7-Стелаж 23-Позиція 5,Критичний запас
1145,96,Склад готової продукції,2024-06-20,40,47,141,70.5,2924.35,116974.0,2024-06-19,Ряд 16-Стелаж 3-Позиція 10,В наявності
1146,6,Склад матеріалів,2024-06-07,40,43,129,64.5,1430.04,57201.6,2024-06-04,Ряд 17-Стелаж 5-Позиція 8,Надлишок
1147,41,Склад готової продукції,2024-07-17,22,30,90,45.0,3419.58,75230.76,2024-06-28,Ряд 16-Стелаж 7-Позиція 4,Низький запас
1148,15,Склад матеріалів,2023-05-24,11,43,129,64.5,3577.33,39350.63,2023-05-23,Ряд 15-Стелаж 37-Позиція 3,В наявності
1149,70,Склад сировини,2023-07-07,106,36,108,54.0,4036.46,427864.76,2023-07-04,Ряд 5-Стелаж 43-Позиція 1,Критичний запас
1150,8,Склад готової продукції,2023-04-28,19,14,42,21.0,4806.79,91329.01,2023-03-29,Ряд 12-Стелаж 12-Позиція 7,В наявності
1151,92,Склад матеріалів,2024-02-17,42,17,51,25.5,1053.48,44246.16,2024-01-27,Ряд 14-Стелаж 39-Позиція 10,Низький запас
1152,41,Головний склад,2024-08-23,30,35,105,52.5,3419.58,102587.4,2024-07-29,Ряд 12-Стелаж 25-Позиція 8,Критичний запас
1153,73,Склад сировини,2024-03-26,50,46,138,69.0,3048.44,152422.0,2024-03-14,Ряд 4-Стелаж 34-Позиція 3,Критичний запас
1154,33,Склад матеріалів,2023-12-18,0,11,33,16.5,190.63,0.0,2023-12-15,Ряд 3-Стелаж 2-Позиція 5,В наявності
1155,86,Головний склад,2024-02-27,102,40,120,60.0,4275.99,436150.98,2024-02-08,Ряд 15-Стелаж 40-Позиція 2,Низький запас
1156,26,Склад готової продукції,2023-02-26,9,33,99,49.5,4725.53,42529.77,2023-02-04,Ряд 2-Стелаж 23-Позиція 5,Критичний запас
1157,79,Склад готової продукції,2023-09-27,67,29,87,43.5,4072.9,272884.3,2023-09-21,Ряд 7-Стелаж 44-Позиція 5,В наявності
1158,24,Головний склад,2024-11-16,1,23,69,34.5,4503.49,4503.49,2024-11-05,Ряд 14-Стелаж 40-Позиція 10,Низький запас
1159,79,Склад готової продукції,2024-12-05,14,17,51,25.5,4072.9,57020.6,2024-11-26,Ряд 12-Стелаж 2-Позиція 2,Низький запас
1160,65,Склад сировини,2024-08-05,7,27,81,40.5,2305.35,16137.449999999999,2024-07-07,Ряд 10-Стелаж 18-Позиція 9,Низький запас
1161,99,Склад матеріалів,2024-07-21,54,34,102,51.0,3611.05,194996.7,2024-06-30,Ряд 16-Стелаж 49-Позиція 7,Низький запас
1162,82,Головний склад,2023-06-21,119,45,135,67.5,2390.64,284486.16,2023-05-30,Ряд 3-Стелаж 45-Позиція 4,Низький запас
1163,5,Головний склад,2023-11-05,69,28,84,42.0,210.06,14494.14,2023-11-02,Ряд 14-Стелаж 22-Позиція 1,Критичний запас
1164,9,Склад готової продукції,2024-08-26,23,12,36,18.0,997.17,22934.91,2024-08-18,Ряд 20-Стелаж 31-Позиція 8,Критичний запас
1165,69,Склад сировини,2023-08-24,85,41,123,61.5,1864.23,158459.55,2023-08-07,Ряд 16-Стелаж 24-Позиція 5,Низький запас
1166,23,Склад сировини,2023-08-17,29,37,111,55.5,1221.94,35436.26,2023-07-28,Ряд 19-Стелаж 25-Позиція 10,Надлишок
1167,42,Головний склад,2024-06-07,34,30,90,45.0,3167.49,107694.65999999999,2024-05-20,Ряд 12-Стелаж 28-Позиція 6,В наявності
1168,81,Склад готової продукції,2023-03-15,90,47,141,70.5,2918.14,262632.6,2023-02-17,Ряд 5-Стелаж 21-Позиція 10,В наявності
1169,9,Склад готової продукції,2023-05-14,11,12,36,18.0,997.17,10968.869999999999,2023-05-05,Ряд 4-Стелаж 2-Позиція 4,Критичний запас
1170,68,Склад сировини,2023-10-06,32,11,33,16.5,2998.17,95941.44,2023-09-08,Ряд 9-Стелаж 2-Позиція 5,Критичний запас
1171,13,Склад матеріалів,2024-08-22,71,49,147,73.5,3170.51,225106.21000000002,2024-07-28,Ряд 8-Стелаж 8-Позиція 9,В наявності
1172,85,Склад сировини,2024-12-30,113,41,123,61.5,2867.12,323984.56,2024-12-21,Ряд 19-Стелаж 1-Позиція 10,В наявності
1173,29,Склад сировини,2023-10-10,57,37,111,55.5,1906.69,108681.33,2023-10-02,Ряд 1-Стелаж 32-Позиція 10,В наявності
1174,28,Склад матеріалів,2023-01-29,19,47,141,70.5,1687.46,32061.74,2023-01-26,Ряд 15-Стелаж 17-Позиція 2,В наявності
1175,82,Головний склад,2024-05-21,38,13,39,19.5,2390.64,90844.31999999999,2024-05-08,Ряд 19-Стелаж 33-Позиція 4,Надлишок
